Data,Label
ভালো লোকেরা সমাজে সম্মানির হয়; মন্দলোকেদের কেউ পোছেও না।,Literal
আপনার আশিতে পরকে দেখা; আপনি ভালো তো জগৎ ভালো' সমতুল্য- 'আপ ভালা তো জগৎ ভালা'।,Literal
"যে নিজে দুশ্চরিত্র, সে অপরকে দুশ্চরিত্র ভাবে।",Literal
মানুষ কর্মফল অনুসারে তিরস্কৃত ও পুরস্কৃত হয়; সমতুল্য-'যেমন কর্ম তেমন ফল'; 'যেমন শয্যা তেমন শয়ন'।,Literal
যার নিজের শোয়ার স্থান নেই তার পক্ষে অন্যকে শুতে আহ্বান করা নির্বুদ্ধিতা; বিরুদ্ধ উক্তি- 'যদি হয় সুজন তেঁতুল পাতায় নজন'।,Literal
নিজের এলাকায় সবাই কর্তৃত্ব ফলায়; সুযোগ পেলে ভৃত্যও প্রভুত্ব করে।,Literal
ইষ্টদেবতাকে যেভাবেই ভজনা কর-না-কেন তিনি ঠিক বুঝতে পারেন।,Literal
নিজের মন ভাল হলে সবাইকে ভাল মনে হয় এবং সবার কাছে ভাল ব্যবহার পাওয়া যায়।,Literal
নিজের রুচিমত খাও তবে অন্যের চোখে যে বেশ ভালো দেখায় তাই পরিধান কর।,Literal
বংশধররা সাধারণত পূর্বপুরুষদের মতোই হয়। শিশুরা বড় হয়ে তাদের পিতামাতার মত হয়; তুলনীয়- 'নরানাং মাতুলাক্রম'; পাঠান্তর- 'আপেল গাছের দূরে পড়ে না।,Literal
আগে ধারণা ছিল তাঁতীরা খুব বোকা হয়; এই ভাবার্থে কোন বুদ্ধিহীন লোক সম্পর্কে এই প্রবাদটি প্রযুক্ত হয়।,Literal
"হতভাগ্যের বেটা অপদার্থ,কাণ্ডজ্ঞানহীন- গালি বিশেষ",Literal
কাঁচায় না নোয়ালে বাঁশ বাঁশ করে টাঁশ টাঁশ'- দ্রষ্টব্য,Literal
মন্দের চোখে সবই মন্দ; সমতুল্য- 'কামলার চোখে সব শ্যামলা মনে হয়'।,Literal
গিরীশ ঘোষ প্রণীত রঙ্গনাটক 'আবুহোসেনের' প্রধান চরিত্র; অপব্যয়ী বিলাসী যুবকের উপমাস্থল; ছেঁড়া কাথায় শুয়ে যারা লাখ টাকার স্বপ্ন দেখে তাদের বিদ্রূপ করে আবুহোসেন আখ্যা দেওয়া হয়।,Literal
সব শাস্ত্রবোধ থেকে আবৃত্তির গৌরব অনেক বেশি।,Literal
সারবস্তু না পেলে অসারবস্তু উপভোগ করতে বাধ্য হয়; সার না পেলে অসারই সই; একটা কিছু হলেই হল; অভাগার এর বেশি কিছু জোটে না; পাঠান্তর- ১আম না পেয়ে আটিঁ চোষে'।,Literal
